,SNDL3,CTRM3,ZSAN3,ZOM3,AEZS3,OGEN3,GNUS3,ATOS3,TNXP3,CBBT3,URG3,KAVL3
0,0.6610000133514404,0.4250000119209289,1.1299999952316284,1.0800000429153442,0.6899999976158142,1.1200000047683716,1.350000023841858,1.1399999856948853,0.9300000071525574,0.1199999973177909,0.7799999713897705,0.7699999809265137
1,0.6449999809265137,0.4050000011920929,1.059999942779541,1.0199999809265137,0.7200000286102295,1.0199999809265137,1.4299999475479126,0.9200000166893004,0.9800000190734864,0.1293500065803527,0.8199999928474426,0.7300000190734863
2,0.6000000238418579,0.3810000121593475,1.0800000429153442,1.0,0.7699999809265137,1.090000033378601,1.440000057220459,0.949999988079071,1.0299999713897705,0.1500000059604644,0.8999999761581421,0.8399999737739563
3,0.5600000023841858,0.3910000026226043,1.059999942779541,0.9559999704360962,0.7099999785423279,1.0499999523162842,1.440000057220459,0.959999978542328,1.0199999809265137,0.1999000012874603,0.8299999833106995,1.0399999618530271
4,0.6010000109672546,0.5320000052452087,1.0199999809265137,1.0199999809265137,0.6600000262260437,1.0499999523162842,1.3899999856948853,1.100000023841858,0.9900000095367432,0.1644999980926513,0.8500000238418579,1.309999942779541
5,0.824999988079071,0.6100000143051147,0.8809999823570251,0.9800000190734864,0.6800000071525574,0.9300000071525574,1.409999966621399,1.0499999523162842,0.949999988079071,0.1309999972581863,0.800000011920929,1.2000000476837158
6,0.8149999976158142,0.6200000047683716,0.9350000023841858,0.9049999713897704,0.75,0.8999999761581421,1.4900000095367432,1.1799999475479126,0.9800000190734864,0.1389999985694885,0.7599999904632568,1.100000023841858
7,1.2100000381469729,0.7099999785423279,0.9200000166893004,0.953000009059906,0.7300000190734863,0.9200000166893004,1.4299999475479126,1.25,0.9800000190734864,0.1385000050067901,0.8299999833106995,1.190000057220459
8,1.0399999618530271,0.6449999809265137,0.9800000190734864,0.9200000166893004,0.6899999976158142,0.9399999976158142,1.3899999856948853,1.25,0.9700000286102296,0.1372999995946884,0.8500000238418579,1.2000000476837158
9,1.2100000381469729,0.6899999976158142,0.9700000286102296,1.100000023841858,0.699999988079071,0.9800000190734864,1.409999966621399,1.409999966621399,1.0499999523162842,0.1455000042915344,0.8500000238418579,1.2300000190734863
10,1.149999976158142,0.6740000247955322,1.0199999809265137,1.0800000429153442,1.0,1.0099999904632568,1.4600000381469729,1.5399999618530271,1.2000000476837158,0.1794500052928924,0.8299999833106995,1.3600000143051147
11,1.1299999952316284,0.7549999952316284,1.100000023841858,1.1399999856948853,0.949999988079071,1.0099999904632568,1.5700000524520874,1.6699999570846558,1.3300000429153442,0.2300000041723251,0.8399999737739563,1.440000057220459
12,1.2799999713897705,0.9890000224113464,1.100000023841858,1.5,1.0800000429153442,1.0499999523162842,1.7799999713897705,1.870000004768372,1.2699999809265137,0.3675000071525574,0.8700000047683716,1.7999999523162842
13,1.649999976158142,1.059999942779541,1.9299999475479128,1.909999966621399,1.1100000143051147,1.2999999523162842,1.690000057220459,2.9800000190734863,1.5499999523162842,0.3700000047683716,1.1100000143051147,2.5299999713897705
14,2.950000047683716,1.190000057220459,1.9900000095367432,2.700000047683716,3.3399999141693115,1.5199999809265137,3.059999942779541,2.609999895095825,1.6100000143051147,0.3899999856948852,1.190000057220459,3.25
