,SNDL1,CTRM1,ZSAN1,ZOM1,AEZS1,OGEN1,GNUS1,ATOS1,TNXP1,CBBT1,URG1,KAVL1
0,0.7139999866485596,0.3600000143051147,0.8629999756813049,0.9760000109672546,0.6800000071525574,0.9300000071525574,1.3799999952316284,0.8700000047683716,0.9300000071525574,0.0799399986863136,0.6800000071525574,0.75
1,0.6899999976158142,0.335999995470047,0.9259999990463256,1.0099999904632568,0.6399999856948853,0.9100000262260436,1.3600000143051147,0.8799999952316284,1.0,0.0689999982714653,0.699999988079071,0.699999988079071
2,0.6809999942779541,0.3409999907016754,1.1299999952316284,0.975000023841858,0.6899999976158142,1.1200000047683716,1.399999976158142,0.949999988079071,0.959999978542328,0.0630000010132789,0.7799999713897705,0.6899999976158142
3,0.6610000133514404,0.324999988079071,1.059999942779541,1.0800000429153442,0.7200000286102295,1.0199999809265137,1.350000023841858,0.949999988079071,0.9100000262260436,0.067500002682209,0.8199999928474426,0.7699999809265137
4,0.6449999809265137,0.4250000119209289,1.0800000429153442,1.0199999809265137,0.7699999809265137,1.090000033378601,1.4299999475479126,1.1399999856948853,0.9100000262260436,0.0745000019669532,0.8999999761581421,0.7300000190734863
5,0.6000000238418579,0.4050000011920929,1.059999942779541,1.0,0.7099999785423279,1.0499999523162842,1.440000057220459,0.9200000166893004,0.9300000071525574,0.0790000036358833,0.8299999833106995,0.8399999737739563
6,0.5600000023841858,0.3810000121593475,1.0199999809265137,0.9559999704360962,0.6600000262260437,1.0499999523162842,1.440000057220459,0.949999988079071,0.9800000190734864,0.0819000005722045,0.8500000238418579,1.0399999618530271
7,0.6010000109672546,0.3910000026226043,0.8809999823570251,1.0199999809265137,0.6800000071525574,0.9300000071525574,1.3899999856948853,0.959999978542328,1.0299999713897705,0.0890000015497207,0.800000011920929,1.309999942779541
8,0.824999988079071,0.5320000052452087,0.9350000023841858,0.9800000190734864,0.75,0.8999999761581421,1.409999966621399,1.100000023841858,1.0199999809265137,0.0997999981045723,0.7599999904632568,1.2000000476837158
9,0.8149999976158142,0.6100000143051147,0.9200000166893004,0.9049999713897704,0.7300000190734863,0.9200000166893004,1.4900000095367432,1.0499999523162842,0.9900000095367432,0.1230000033974647,0.8299999833106995,1.100000023841858
10,1.2100000381469729,0.6200000047683716,0.9800000190734864,0.953000009059906,0.6899999976158142,0.9399999976158142,1.4299999475479126,1.1799999475479126,0.949999988079071,0.1199999973177909,0.8500000238418579,1.190000057220459
11,1.0399999618530271,0.7099999785423279,0.9700000286102296,0.9200000166893004,0.699999988079071,0.9800000190734864,1.3899999856948853,1.25,0.9800000190734864,0.1146999970078468,0.8500000238418579,1.2000000476837158
12,1.2100000381469729,0.6449999809265137,1.0199999809265137,1.100000023841858,1.0,1.0099999904632568,1.409999966621399,1.25,0.9800000190734864,0.1120000034570694,0.8299999833106995,1.2300000190734863
13,1.149999976158142,0.6899999976158142,1.100000023841858,1.0800000429153442,0.949999988079071,1.0099999904632568,1.4600000381469729,1.409999966621399,0.9700000286102296,0.1199999973177909,0.8399999737739563,1.3600000143051147
14,1.1299999952316284,0.6740000247955322,1.100000023841858,1.1399999856948853,1.0800000429153442,1.0499999523162842,1.5700000524520874,1.5399999618530271,1.0499999523162842,0.1293500065803527,0.8700000047683716,1.440000057220459
